"","year","country","team_size_all","team_size_male","team_size_female","p1","p2","p3","p4","p5","p6","p7","awards_gold","awards_silver","awards_bronze","awards_honorable_mentions","leader","deputy_leader","country_new"
"1027",2015,"Argentina",6,5,1,33,4,0,29,4,0,NA,0,0,1,4,"Patricia Fauring","Martín Mereb","Argentina"
"1028",2015,"Portugal",6,6,NA,32,5,1,22,10,0,NA,0,0,3,1,"António Salgueiro","Joana Teles","Portugal"
"1029",2015,"Syria",6,6,NA,17,4,1,39,8,0,NA,0,1,1,3,"Abdullatif Hanano","Imad Fattash","Syria"
"1030",2015,"South Africa",6,6,NA,27,4,0,27,8,2,NA,0,0,1,2,"Dirk Basson","Melissa Kistner","South Africa"
"1031",2015,"Belgium",6,6,NA,31,6,1,18,8,3,NA,0,1,0,3,"Bart Windels","Philippe Niederkorn","Belgium"
"1032",2015,"Malaysia",6,5,1,28,2,1,30,5,0,NA,0,0,3,1,"M. Suhaimi Ramly","Nor Sakinah Mohamad","Malaysia"
"1033",2015,"Turkmenistan",6,6,NA,18,3,1,29,13,0,NA,0,0,2,2,"Annamurat Gundogdyyev","Orazmammet Annaorazov","Turkmenistan"
"1034",2015,"Uzbekistan",6,6,NA,6,9,1,37,11,0,NA,0,0,3,2,"Shukhrat Ismailov","Umid Rakhmonov","Uzbekistan"
"1035",2015,"Austria",6,6,NA,30,4,0,25,4,0,NA,0,0,3,1,"Robert Geretschläger","Heinrich Josef Gstöttner","Austria"
"1036",2015,"Sweden",6,5,1,36,2,1,18,6,0,NA,0,0,2,2,"Paul Vaderlind","Victor Ufnarovski","Sweden"
"1037",2015,"Algeria",6,6,NA,17,6,2,30,5,0,NA,0,1,1,2,"Abed-Seddik Bouchoucha","Ali Atia","Algeria"
"1038",2015,"Cyprus",6,6,NA,27,1,4,18,8,0,NA,0,1,0,2,"Dimitrios Karantanos","Theoklitos Paragyiou","Cyprus"
"1039",2015,"Tajikistan",5,5,NA,11,10,2,30,4,0,NA,0,1,1,2,"Umed Karimov","Mirzobedil Jamolzoda","Tajikistan"
"1040",2015,"Lithuania",6,6,NA,30,3,0,17,4,0,NA,0,0,1,1,"Artūras Dubickas","Romualdas Kašuba","Lithuania"
"1041",2015,"Norway",6,5,1,29,4,0,14,7,0,NA,0,1,0,2,"Dávid Kunszenti-Kovács","Johannes Kleppe","Norway"
"1042",2015,"Costa Rica",6,5,1,18,1,0,30,4,0,NA,0,0,2,2,"Luis Gómez","Oscar Zamora Luna","Costa Rica"
"1043",2015,"Paraguay",6,6,NA,20,4,0,25,4,0,NA,0,0,3,0,"Marcos Martínez Sugastti","Ariel Schvartzman Cohenca","Paraguay"
"1044",2015,"Denmark",6,5,1,23,3,0,23,3,0,NA,0,0,2,1,"Kirsten Rosenkilde","Asbjørn Christian Nordentoft","Denmark"
"1045",2015,"Estonia",6,5,1,28,1,0,14,7,1,NA,0,0,1,3,"Urve Kangro","Oleg Košik","Estonia"
"1046",2015,"Sri Lanka",6,5,1,15,0,1,30,5,0,NA,0,0,0,4,"Dayal Buddhika Dharmasena","Thameera Priyadarshi Senanayaka","Sri Lanka"
"1047",2015,"Spain",6,5,1,27,1,0,15,4,0,NA,0,0,1,2,"María Gaspar","Marco Castrillón","Spain"
"1048",2015,"Slovenia",6,6,NA,30,1,0,14,1,0,NA,0,0,1,1,"Gregor Dolinar","Matej Aleksandrov","Slovenia"
"1049",2015,"North Macedonia",6,5,1,12,1,2,24,6,0,NA,0,0,1,1,"Vesna Manova-Erakovikj","Alekso Malcheski","North Macedonia"
"1050",2015,"Iceland",6,6,NA,19,2,0,19,1,0,NA,0,0,0,3,"Marteinn Þór Harðarson","Jóhanna Katrín Eggertsdóttir","Iceland"
"1051",2015,"Tunisia",4,4,NA,16,1,1,18,5,0,NA,0,0,1,2,"","Ali Rahmouni","Tunisia"
"1052",2015,"Albania",6,4,2,7,2,1,23,4,0,NA,0,0,0,3,"Adrian Naço","Fatos Kopliku","Albania"
"1053",2015,"Ireland",6,4,2,12,2,0,19,4,0,NA,0,0,0,3,"Mark Flanagan","Gordon Lessells","Ireland"
"1054",2015,"Latvia",6,5,1,20,1,0,11,4,0,NA,0,0,0,3,"Jevgēnijs Vihrovs","Juris Škuškovniks","Latvia"
"1055",2015,"Ecuador",6,4,2,7,2,0,16,2,0,NA,0,0,0,2,"Julio Rivera","Alfredo Sánchez","Ecuador"
"1056",2015,"Morocco",6,6,NA,6,1,1,11,8,0,NA,0,0,0,1,"Mohamed Berraho","Abdellatif Zerouale","Morocco"
"1057",2015,"Finland",6,4,2,17,0,0,8,1,0,NA,0,0,0,1,"Matti Lehtinen","Joni Teräväinen","Finland"
"1058",2015,"Nicaragua",3,3,NA,1,1,1,21,2,0,NA,0,0,0,3,"Nelson Miranda","Carlos Walsh","Nicaragua"
"1059",2015,"Trinidad and Tobago",4,4,NA,11,4,0,9,2,0,NA,0,1,0,0,"Indra Haraksingh","Jagdesh Ramnanan","Trinidad and Tobago"
"1060",2015,"Pakistan",6,5,1,7,3,0,13,2,0,NA,0,0,1,0,"Sarfraz Ahmad","Sana Javed","Pakistan"
"1061",2015,"Cambodia",6,5,1,1,0,1,20,2,0,NA,0,0,0,2,"Lin Sok","Sovann Suon","Cambodia"
"1062",2015,"Kosovo",6,5,1,6,2,0,10,6,0,NA,0,0,0,1,"Ramadan Limani","Güven Gokceoglu","Serbia"
"1063",2015,"Nigeria",6,5,1,4,1,1,14,2,0,NA,0,0,0,2,"Adewale Roland Tunde Solarin","Pius Aje Onah","Nigeria"
"1064",2015,"Montenegro",3,2,1,7,2,0,7,3,0,NA,0,0,1,0,"Zana Kovijanic-Vukicevic","Gojko Jelovac","Montenegro"
"1065",2015,"Liechtenstein",1,1,NA,7,2,0,7,2,0,NA,0,0,1,0,"Alain Rossier","Jana Cslovjecsek","Liechtenstein"
"1066",2015,"Puerto Rico",3,2,1,8,0,0,10,0,0,NA,0,0,1,0,"Luis Fernando Cáceres Duque","Omar Colón Reyes","United States of America"
"1067",2015,"Kyrgyzstan",6,6,NA,1,2,1,11,2,0,NA,0,0,0,0,"Saltanat Saparalieva","Asel Abdyldaeva","Kyrgyzstan"
"1068",2015,"Uruguay",6,5,1,7,0,0,8,1,0,NA,0,0,0,1,"Ismael Valentín Rodríguez Brena","Nicolás Uviedo Saavedra","Uruguay"
"1069",2015,"Cuba",1,1,NA,7,0,0,7,1,0,NA,0,0,1,0,"Eduardo Miguel Pérez Almarales","","Cuba"
"1070",2015,"El Salvador",4,4,NA,2,2,1,2,7,0,NA,0,0,0,0,"Ernesto Americo Hidalgo Castellanos","Jeanette Alejandra Fernández Rivera","El Salvador"
"1071",2015,"Venezuela",2,2,NA,2,0,0,10,1,0,NA,0,0,0,1,"Rafael Sánchez","Sofía Taylor","Venezuela"
"1072",2015,"Chile",2,2,NA,2,1,0,9,0,0,NA,0,0,0,1,"Hernan Burgos","Victor Cortes","Chile"
"1073",2015,"Luxembourg",2,1,1,2,0,0,9,1,0,NA,0,0,0,1,"Charles Leytem","Mike Dostert","Luxembourg"
"1074",2015,"Panama",3,3,NA,2,0,1,4,2,0,NA,0,0,0,0,"Jaime Gutierrez","","Panama"
"1075",2015,"Uganda",5,4,1,0,0,0,6,0,0,NA,0,0,0,0,"Jasper Okello","Assumpta Kasamba Namuddu","Uganda"
"1076",2015,"Bolivia",5,4,1,1,1,0,3,0,0,NA,0,0,0,0,"Sonia Ximena Nivia Cordero Cárdenas","","Bolivia"
"1077",2015,"Ghana",5,3,2,1,0,0,4,0,0,NA,0,0,0,0,"Joel M. Dogoe","Selorm Yao Ohene","Ghana"
"1078",2015,"Botswana",6,5,1,0,0,0,1,0,0,NA,0,0,0,0,"Mmoloki Lekhutlile","Mathews Masole","Botswana"
"1079",2015,"Tanzania",3,3,NA,0,0,0,0,0,0,NA,0,0,0,0,"Ertugrul Tarhan","","Tanzania"
"1080",2014,"People's Republic of China",6,6,NA,42,42,16,42,35,24,NA,5,1,0,0,"Yijun Yao","Qiusheng Li","China"
"1081",2014,"United States of America",6,6,NA,42,40,23,42,31,15,NA,5,1,0,0,"Po-Shen Loh","Razvan Gelca","United States of America"
"1082",2014,"Taiwan",6,6,NA,42,38,28,42,29,13,NA,4,0,2,0,"Yen-Chi Roger Lin","John Meng Kai Hong","Taiwan"
"1083",2014,"Russian Federation",6,6,NA,42,40,29,42,24,14,NA,3,3,0,0,"Nazar Agakhanov","Dmitry Tereshin","Russia"
"1084",2014,"Japan",6,6,NA,38,36,9,37,37,20,NA,4,1,1,0,"Takahiko Fujita","Yasuharu Asai","Japan"
"1085",2014,"Ukraine",6,4,2,42,38,8,42,35,10,NA,2,3,1,0,"Bogdan Rublov","Andrii Pankov","Ukraine"
"1086",2014,"Republic of Korea",6,6,NA,42,29,23,42,27,9,NA,2,4,0,0,"Yongjin Song","Sang-Hyun Kim","South Korea"
"1087",2014,"Singapore",6,6,NA,41,38,6,42,29,5,NA,3,2,1,0,"Yan Loi Wong","Shang-Yi Lu","Singapore"
"1088",2014,"Canada",6,6,NA,41,37,6,38,24,13,NA,2,1,3,0,"David Arthur","Dorette Pronk","Canada"
"1089",2014,"Vietnam",6,5,1,38,32,23,42,19,3,NA,3,2,1,0,"Bá Khánh Trình Lê","Anh Vinh Lê","Vietnam"
"1090",2014,"Australia",6,6,NA,42,31,7,42,27,7,NA,1,3,2,0,"Angelo Di Pasquale","Andrew Elvey Price","Australia"
"1091",2014,"Romania",6,5,1,41,40,9,42,22,2,NA,1,5,0,0,"Radu Gologan","Bogdan Enescu","Romania"
"1092",2014,"Netherlands",6,5,1,40,35,1,34,32,13,NA,3,2,1,0,"Quintijn Puite","Birgit van Dalen","Netherlands"
"1093",2014,"Democratic People's Republic of Korea",6,6,NA,42,30,7,42,28,5,NA,1,4,0,1,"Yong Chol Ham","Ryong Gol Yom","North Korea"
"1094",2014,"Hungary",6,6,NA,42,42,6,39,18,6,NA,1,4,1,0,"József Pelikán","Sándor Dobos","Hungary"
"1095",2014,"Germany",6,6,NA,42,33,8,40,22,7,NA,0,6,0,0,"Hans-Dietrich Gronau","Eric Müller","Germany"
"1096",2014,"Türkiye",6,6,NA,42,28,11,42,21,3,NA,1,3,2,0,"Azer Kerimov","Selim Bahadır","Turkey"
"1097",2014,"Hong Kong",6,5,1,42,37,0,36,28,0,NA,0,4,2,0,"Tat Wing Leung","Tak Wing Ching","Hong Kong"
"1098",2014,"Israel",6,6,NA,42,39,1,37,22,2,NA,0,5,1,0,"Lev Radzivilovsky","Amos Onn","Israel"
"1099",2014,"United Kingdom",6,6,NA,40,35,1,42,24,0,NA,0,4,2,0,"Geoff Smith","Dominic Yeo","United Kingdom"
"1100",2014,"Islamic Republic of Iran",6,5,1,42,27,2,42,18,0,NA,0,4,2,0,"Arash Rastegar","Mir Omid Haji Mirsadeghi","Iran"
"1101",2014,"Thailand",6,6,NA,42,31,5,42,9,2,NA,0,4,2,0,"Wicharn Lewkeeratiyutkul","Khamron Mekchay","Thailand"
"1102",2014,"Kazakhstan",6,6,NA,42,20,1,42,24,0,NA,1,1,4,0,"Damir Yeliussizov","Anton Vassilyev","Kazakhstan"
"1103",2014,"Malaysia",6,6,NA,42,32,8,37,10,0,NA,2,1,1,2,"M. Suhaimi Ramly","Irwan Iqbal Ihsanuddin","Malaysia"
"1104",2014,"Serbia",6,5,1,39,33,7,42,8,0,NA,1,3,2,0,"Dušan Đukić","Marko Radovanović","Serbia"
"1105",2014,"Italy",6,6,NA,41,27,9,33,11,7,NA,1,2,1,1,"Roberto Dvornicich","Federico Poloni","Italy"
"1106",2014,"Mexico",6,6,NA,42,31,2,41,12,0,NA,0,4,1,1,"Leonardo Ignacio Martínez Sandoval","David Cossio Ruiz","Mexico"
"1107",2014,"Poland",6,6,NA,41,31,5,42,8,1,NA,1,0,4,1,"Michał Pilipczuk","Andrzej Grzesik","Poland"
"1108",2014,"Croatia",6,5,1,42,30,1,42,11,0,NA,1,2,2,1,"Mea Bombardelli","Tonći Kokan","Croatia"
"1109",2014,"Indonesia",6,5,1,40,30,0,42,14,0,NA,0,2,3,1,"Alhaji Akbar Bachtiar","Yudi Satria","Indonesia"
"1110",2014,"Peru",6,6,NA,42,28,7,42,7,0,NA,0,1,5,0,"Jesús Zapata Samanez","Claudio Espinoza Choqquepura","Peru"
"1111",2014,"Czech Republic",6,6,NA,37,34,0,42,11,0,NA,0,1,5,0,"Jaromír Šimša","Jaroslav Švrček","Czech Republic"
"1112",2014,"Portugal",6,6,NA,42,24,1,37,18,1,NA,0,2,3,1,"António Salgueiro","João M. Pereira","Portugal"
"1113",2014,"Belarus",6,6,NA,42,21,0,42,14,3,NA,1,1,3,1,"Igor Voronovich","Sergei Mazanik","Belarus"
"1114",2014,"Brazil",6,6,NA,41,24,1,42,11,3,NA,0,3,2,1,"Onofre Campos Da Silva Farias","Samuel Barbosa Feitosa","Brazil"
"1115",2014,"Slovakia",6,5,1,39,29,1,42,11,0,NA,0,1,5,0,"Peter Novotný","Filip Sládek","Slovakia"
"1116",2014,"Bulgaria",6,4,2,39,25,2,42,12,0,NA,0,3,1,2,"Peter Boyvalenkov","Stoyan Boev","Bulgaria"
"1117",2014,"Switzerland",6,5,1,42,21,0,35,16,0,NA,0,2,4,0,"Raphael Steiner","Dimitri Wyss","Switzerland"
"1118",2014,"Armenia",6,6,NA,42,20,2,36,10,0,NA,0,2,1,3,"Tigran Margaryan","Smbat Gogyan","Armenia"
"1119",2014,"India",6,6,NA,36,17,2,42,11,2,NA,0,1,3,2,"Venkatachala Belur Jana","Kiran Hanumant Barve","India"
"1120",2014,"Greece",6,5,1,38,18,0,36,17,0,NA,0,2,2,2,"Anargyros Fellouris","Evangelos Zotos","Greece"
"1121",2014,"Lithuania",6,6,NA,40,17,1,36,10,0,NA,0,1,3,2,"Artūras Dubickas","Romualdas Kašuba","Lithuania"
"1122",2014,"Saudi Arabia",6,5,1,41,23,1,37,1,0,NA,0,0,4,2,"Fawzi Al-Thukair","Najla Altwaijry","Saudi Arabia"
"1123",2014,"Mongolia",6,6,NA,39,12,0,42,9,0,NA,0,0,5,1,"Dashdorj Tserendorj","Bayasgalan Banzragch","Mongolia"
"1124",2014,"France",6,5,1,39,15,0,36,6,0,NA,0,1,4,0,"Pierre Bornsztein","Vincent Jugé","France"
"1125",2014,"Philippines",6,5,1,34,15,0,41,6,0,NA,0,1,3,2,"Jose Ernie Lope","Joseph Ray Clarence Damasco","Philippines"
"1126",2014,"Georgia",6,6,NA,39,17,0,24,12,0,NA,0,1,2,2,"George Chelidze","Givi Nadibaidze","Georgia"
"1127",2014,"Republic of Moldova",6,6,NA,40,15,1,28,6,0,NA,0,0,2,3,"Valeriu Baltag","Valeriu Guțu","Moldova"
"1128",2014,"Spain",6,6,NA,29,22,0,36,3,0,NA,0,0,3,2,"María Gaspar","Víctor González","Spain"
"1129",2014,"Tajikistan",6,6,NA,39,6,0,42,2,0,NA,0,0,2,4,"Umed Karimov","Yusuf Balkash","Tajikistan"
"1130",2014,"Austria",6,6,NA,33,17,1,31,4,0,NA,0,1,1,3,"Robert Geretschläger","Heinrich Josef Gstöttner","Austria"
"1131",2014,"Bosnia and Herzegovina",6,3,3,35,6,0,36,9,0,NA,0,1,0,4,"Jelena Radović","Dina Kamber","Bosnia and Herzegovina"
"1132",2014,"Bangladesh",6,6,NA,38,6,0,36,4,0,NA,0,1,1,4,"Mahbubul Alam Majumdar","A A Munir Hasan","Bangladesh"
"1133",2014,"Colombia",6,6,NA,34,0,1,37,10,0,NA,0,1,1,3,"Maria Elizabeth Losada","Esteban González","Colombia"
"1134",2014,"Sri Lanka",6,6,NA,38,7,0,33,4,0,NA,0,0,2,4,"Dayal Buddhika Dharmasena","Isuru Dilanka Fernando","Sri Lanka"
"1135",2014,"Argentina",6,6,NA,41,10,0,28,2,0,NA,0,0,2,4,"Patricia Fauring","Ramiro Lafuente","Argentina"
"1136",2014,"Sweden",6,4,2,37,17,0,19,7,0,NA,0,0,2,4,"Paul Vaderlind","Victor Ufnarovski","Sweden"
"1137",2014,"Slovenia",6,5,1,38,6,0,32,2,0,NA,0,0,2,3,"Gregor Dolinar","Matej Aleksandrov","Slovenia"
"1138",2014,"Belgium",6,6,NA,39,7,0,27,4,0,NA,0,1,0,5,"Bart Windels","Philippe Niederkorn","Belgium"
"1139",2014,"New Zealand",6,6,NA,37,8,0,26,5,0,NA,0,1,1,3,"Chris Tuffley","Malcolm Granville","New Zealand"
"1140",2014,"Azerbaijan",6,6,NA,31,0,0,42,2,0,NA,0,0,1,5,"Fuad Garayev","Elvin Mammadov","Azerbaijan"
"1141",2014,"Macau",6,6,NA,41,8,0,24,1,0,NA,0,0,2,4,"Ieng Tak Leong","Lung Yam Wan","Macau"
"1142",2014,"Costa Rica",6,5,1,36,9,0,25,2,0,NA,0,0,1,4,"David Jiménez","Oscar Arguedas Leiva","Costa Rica"
"1143",2014,"Ireland",6,5,1,37,6,0,23,1,0,NA,0,0,0,6,"Bernd Kreussler","Gordon Lessells","Ireland"
"1144",2014,"South Africa",6,6,NA,37,11,0,18,1,0,NA,0,0,1,4,"Dirk Basson","Melissa Kistner","South Africa"
"1145",2014,"Latvia",6,4,2,24,12,0,19,9,0,NA,0,1,1,1,"Jevgēnijs Vihrovs","Juris Škuškovniks","Latvia"
"1146",2014,"Denmark",6,5,1,17,19,0,26,0,0,NA,0,0,2,1,"Kirsten Rosenkilde","Jan Agentoft Nielsen","Denmark"
"1147",2014,"North Macedonia",6,5,1,24,5,0,29,4,0,NA,0,0,1,3,"Vesna Manova-Erakovik","Alekso Malcheski","North Macedonia"
"1148",2014,"Norway",6,5,1,26,7,0,23,5,0,NA,0,1,0,2,"Dávid Kunszenti-Kovács","Johannes Kleppe","Norway"
"1149",2014,"Finland",6,4,2,35,8,0,7,9,0,NA,0,0,1,2,"Matti Lehtinen","Joni Teräväinen","Finland"
"1150",2014,"Paraguay",6,6,NA,28,6,0,19,3,0,NA,0,0,1,2,"Carlos Sauer","Marcos Martínez Sugastti","Paraguay"
"1151",2014,"Cyprus",6,5,1,27,0,0,26,0,0,NA,0,0,0,3,"Dimitrios Karantanos","Theoklitos Paragyiou","Cyprus"
"1152",2014,"Syria",6,6,NA,21,0,0,31,1,0,NA,0,0,0,4,"Abdullatif Hanano","Mohamad Firas Alhalabi","Syria"
"1153",2014,"Estonia",6,5,1,24,4,0,20,4,0,NA,0,0,0,3,"Härmel Nestra","Heiki Niglas","Estonia"
"1154",2014,"Pakistan",6,6,NA,14,10,0,26,0,0,NA,0,0,1,1,"Barbu Rudolf Berceanu","Syed Waqar Ali Shah","Pakistan"
"1155",2014,"Iceland",6,6,NA,13,15,0,18,1,0,NA,0,0,1,1,"Marteinn Þór Harðarson","Jóhanna Katrín Eggertsdóttir","Iceland"
"1156",2014,"Albania",5,3,2,21,0,0,25,0,0,NA,0,0,0,3,"Adrian Naço","Fatos Kopliku","Albania"
"1157",2014,"Morocco",6,6,NA,27,0,0,16,0,0,NA,0,0,0,4,"Mohamed Berraho","Abdellatif Zerouale","Morocco"
"1158",2014,"Luxembourg",3,2,1,16,10,0,15,0,0,NA,0,0,1,2,"Charles Leytem","Mike Dostert","Luxembourg"
"1159",2014,"Tunisia",6,4,2,7,4,0,24,2,0,NA,0,0,0,3,"Taoufik Charrada","Mohsen Ben Ahmed Ben Abdallah","Tunisia"
"1160",2014,"Chile",4,4,NA,14,7,0,9,3,0,NA,0,0,1,1,"Hernan Burgos","Victor Cortes","Chile"
"1161",2014,"Nigeria",6,6,NA,10,3,0,19,0,0,NA,0,0,1,1,"Adewale Roland Tunde Solarin","Olusola Adeniran","Nigeria"
"1162",2014,"Trinidad and Tobago",5,4,1,10,8,0,13,1,0,NA,0,0,1,0,"Indra Haraksingh","Jagdesh Ramnanan","Trinidad and Tobago"
"1163",2014,"Uruguay",6,6,NA,15,3,0,12,1,0,NA,0,0,0,3,"Ismael Valentín Rodríguez Brena","Maximiliano Stock Lorenzo","Uruguay"
"1164",2014,"Kyrgyzstan",6,5,1,4,2,0,23,0,0,NA,0,0,0,3,"Kayratbek Duyshokov","","Kyrgyzstan"
"1165",2014,"Venezuela",2,2,NA,10,0,0,14,0,0,NA,0,0,0,2,"Rafael Sánchez","Sofía Taylor","Venezuela"
"1166",2014,"Liechtenstein",1,1,NA,7,6,0,7,2,0,NA,0,1,0,0,"Clemens Pohle","Cyril Jonas Frei","Liechtenstein"
"1167",2014,"Montenegro",3,NA,3,12,0,0,9,0,0,NA,0,0,0,2,"Zana Kovijanic-Vukicevic","Gojko Jelovac","Montenegro"
"1168",2014,"Burkina Faso",6,5,1,5,0,0,13,1,0,NA,0,0,0,1,"Victor Barry","Ouédraogo Seny","Burkina Faso"
"1169",2014,"Ecuador",6,5,1,1,1,0,17,0,0,NA,0,0,0,2,"Jorge Chamaidan","Rubén Mauricio Villacís Infante","Ecuador"
"1170",2014,"Puerto Rico",2,NA,2,3,0,0,9,0,0,NA,0,0,0,1,"Luis Fernando Cáceres Duque","Juan Ariel Ortiz-Navarro","United States of America"
"1171",2014,"Cuba",1,1,NA,1,1,0,7,1,0,NA,0,0,0,1,"Enech Juan García Martínez","","Cuba"
"1172",2014,"Panama",1,1,NA,7,0,0,0,0,0,NA,0,0,0,1,"Jaime Gutierrez","","Panama"
"1173",2014,"Bolivia",6,5,1,0,0,0,5,0,0,NA,0,0,0,0,"Jaime Manuel Rojas Claure","","Bolivia"
"1174",2014,"Uganda",4,3,1,1,0,0,4,0,0,NA,0,0,0,0,"Jasper Okello","Assumpta Kasamba Namuddu","Uganda"
"1175",2014,"Zimbabwe",6,6,NA,1,0,0,4,0,0,NA,0,0,0,0,"Gift Tapedzesa","Gerald Nqobile Mpitanyanga","Zimbabwe"
"1176",2014,"Ivory Coast",6,4,2,0,0,0,3,0,0,NA,0,0,0,0,"Adama Coulibaly","Aboubacar Camara","Côte d'Ivoire"
"1177",2014,"Benin",3,2,1,0,0,0,2,0,0,NA,0,0,0,0,"Gérard Olobyi Akindes","Ibitobi Victorin Abattan","Benin"
"1178",2014,"Tanzania",3,3,NA,0,0,0,2,0,0,NA,0,0,0,0,"Ertugrul Tarhan","","Tanzania"
"1179",2014,"Gambia",6,5,1,0,0,0,1,0,0,NA,0,0,0,0,"Kolapo I. Abdul","Adama Jimba Jobe","Gambia"
"1180",2014,"Ghana",1,NA,1,0,0,0,0,0,0,NA,0,0,0,0,"Joel Mawuenyega Dogoe","Samuel Anang Ala","Ghana"
"1181",2013,"People's Republic of China",6,6,NA,42,38,30,41,42,15,NA,5,1,0,0,"Bin Xiong","Qiusheng Li","China"
"1182",2013,"Republic of Korea",6,6,NA,42,38,26,42,36,20,NA,5,1,0,0,"Yongjin Song","Cheol Hyun Cho","South Korea"
"1183",2013,"United States of America",6,6,NA,42,35,14,42,40,17,NA,4,2,0,0,"Zuming Feng","Po-Shen Loh","United States of America"
"1184",2013,"Russian Federation",6,6,NA,42,34,16,42,40,13,NA,4,2,0,0,"Nazar Agakhanov","Dmitry Tereshin","Russia"
"1185",2013,"Democratic People's Republic of Korea",6,6,NA,42,27,21,42,41,11,NA,2,4,0,0,"Yong Chol Ham","Kwang Il Ri","North Korea"
"1186",2013,"Singapore",6,6,NA,42,37,14,42,42,5,NA,1,5,0,0,"Yan Loi Wong","Haibin Wang","Singapore"
"1187",2013,"Vietnam",6,6,NA,42,30,20,42,41,5,NA,3,3,0,0,"Bá Khánh Trình Lê","Anh Vinh Lê","Vietnam"
"1188",2013,"Taiwan",6,6,NA,42,38,13,42,29,12,NA,2,4,0,0,"Yen-Chi Roger Lin","John Meng Kai Hong","Taiwan"
"1189",2013,"United Kingdom",6,6,NA,42,33,0,42,41,13,NA,2,3,1,0,"Geoff Smith","Dominic Yeo","United Kingdom"
"1190",2013,"Islamic Republic of Iran",6,5,1,36,23,31,42,35,1,NA,2,3,1,0,"Arash Rastegar","Kasra Alishahi","Iran"
"1191",2013,"Canada",6,6,NA,42,23,7,42,34,15,NA,2,2,2,0,"Ralph Furmaniak","Robert Morewood","Canada"
"1192",2013,"Japan",6,5,1,42,28,10,42,41,0,NA,0,6,0,0,"Takahiko Fujita","Yasuharu Asai","Japan"
"1193",2013,"Israel",6,6,NA,42,38,7,42,28,4,NA,1,3,2,0,"Lev Radzivilovsky","Dmitry Novikov","Israel"
"1194",2013,"Thailand",6,6,NA,41,30,4,42,42,2,NA,1,4,1,0,"Yotsanan Meemark","Ajchara Harnchoowong","Thailand"
"1195",2013,"Australia",6,5,1,42,28,3,42,26,7,NA,1,2,3,0,"Angelo Di Pasquale","Ivan Guo","Australia"
"1196",2013,"Ukraine",6,5,1,40,20,17,42,26,1,NA,1,3,1,1,"Bogdan Rublov","Liliia Gunko","Ukraine"
"1197",2013,"Mexico",6,6,NA,42,32,0,42,22,1,NA,0,3,3,0,"Leonardo Ignacio Martínez Sandoval","Rogelio Valdez","Mexico"
"1198",2013,"Türkiye",6,5,1,42,20,12,42,23,0,NA,1,2,3,0,"Azer Kerimov","Şahin Emrah","Turkey"
"1199",2013,"Indonesia",6,5,1,42,12,16,42,26,0,NA,1,1,4,0,"Budi Surodjo","Yudi Satria","Indonesia"
"1200",2013,"Italy",6,5,1,34,27,9,42,25,0,NA,1,2,1,2,"Roberto Dvornicich","Ludovico Pernazza","Italy"
"1201",2013,"France",6,6,NA,42,22,0,42,30,0,NA,0,2,4,0,"Claude Deschamps","Pierre Bornsztein","France"
"1202",2013,"Belarus",6,4,2,42,23,10,42,16,1,NA,1,2,3,0,"Igor Voronovich","Sergei Mazanik","Belarus"
"1203",2013,"Hungary",6,6,NA,42,32,9,42,9,0,NA,0,2,4,0,"József Pelikán","Sándor Dobos","Hungary"
"1204",2013,"Romania",6,6,NA,39,11,9,42,31,2,NA,0,3,3,0,"Radu Gologan","Mihai Bălună","Romania"
"1205",2013,"Netherlands",6,5,1,41,26,7,42,14,3,NA,0,2,3,1,"Quintijn Puite","Birgit van Dalen","Netherlands"
"1206",2013,"Peru",6,6,NA,39,9,20,41,23,0,NA,0,3,2,1,"Jonathan Farfán Vargas","Jorge Tipe Villanueva","Peru"
"1207",2013,"Germany",6,6,NA,39,22,0,42,24,0,NA,0,2,4,0,"Hans-Dietrich Gronau","Jürgen Prestin","Germany"
"1208",2013,"Brazil",6,6,NA,30,20,0,42,31,1,NA,0,3,1,2,"Edmilson Luis Rodrigues Motta","Onofre Campos Da Silva Farias","Brazil"
"1209",2013,"India",6,6,NA,30,25,3,41,23,0,NA,0,2,3,0,"Chudamani R Pranesachar","Aditi Sunil Phadke","India"
"1210",2013,"Croatia",6,5,1,42,17,10,35,15,0,NA,2,0,2,2,"Stipe Vidak","Kristina Ana Škreb","Croatia"
"1211",2013,"Hong Kong",6,5,1,41,26,0,35,15,0,NA,0,1,5,0,"Tat Wing Leung","Cesar Jose Alaban","Hong Kong"
"1212",2013,"Malaysia",6,6,NA,37,23,0,40,16,1,NA,0,2,3,0,"M. Suhaimi Ramly","Muhammad Ikhwan Azlan","Malaysia"
"1213",2013,"Kazakhstan",6,6,NA,23,16,6,42,29,0,NA,0,1,4,1,"Damir Yeliussizov","Anton Vassilyev","Kazakhstan"
"1214",2013,"Serbia",6,5,1,28,7,9,42,26,0,NA,1,1,2,2,"Dušan Đukić","Miljan Knežević","Serbia"
"1215",2013,"Slovakia",6,6,NA,24,23,0,42,23,0,NA,0,1,3,2,"Vojtech Bálint","Filip Sládek","Slovakia"
"1216",2013,"Portugal",6,6,NA,30,12,0,40,24,5,NA,1,0,4,1,"Joana Teles","Filipe Valeriano","Portugal"
"1217",2013,"Czech Republic",6,6,NA,29,20,3,42,14,0,NA,1,0,3,2,"Martin Panák","Josef Tkadlec","Czech Republic"
