"","year","country","team_size_all","team_size_male","team_size_female","p1","p2","p3","p4","p5","p6","p7","awards_gold","awards_silver","awards_bronze","awards_honorable_mentions","leader","deputy_leader","country_new"
"2852",1995,"Kuwait",2,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,"","","Kuwait"
"2853",1994,"United States of America",6,6,NA,42,42,42,42,42,42,NA,6,0,0,0,"","","United States of America"
"2854",1994,"People's Republic of China",6,6,NA,42,42,42,42,40,21,NA,3,3,0,0,"","","China"
"2855",1994,"Russian Federation",6,4,2,29,42,40,42,40,31,NA,3,2,1,0,"","","Russia"
"2856",1994,"Bulgaria",6,6,NA,36,42,42,34,41,28,NA,3,2,1,0,"Oleg Mouchkarov","Nikolay Raikov","Bulgaria"
"2857",1994,"Hungary",6,5,1,35,42,42,37,31,34,NA,1,5,0,0,"József Pelikán","Péter Benczúr","Hungary"
"2858",1994,"Vietnam",6,NA,NA,31,42,34,39,38,23,NA,1,5,0,0,"","","Vietnam"
"2859",1994,"United Kingdom",6,5,1,36,40,37,28,35,30,NA,2,2,2,0,"Tony Gardiner","Vin de Silva","United Kingdom"
"2860",1994,"Islamic Republic of Iran",6,4,2,27,40,35,35,36,30,NA,2,2,2,0,"Asadollah Razavi","Omid Ali Shahni Karamzadeh","Iran"
"2861",1994,"Romania",6,6,NA,18,42,37,41,33,27,NA,0,5,1,0,"Ioan Tomescu","Mircea Becheanu","Romania"
"2862",1994,"Japan",6,6,NA,21,42,42,34,26,15,NA,1,2,3,0,"","","Japan"
"2863",1994,"Germany",6,5,1,27,35,42,28,20,23,NA,1,2,3,0,"","","Germany"
"2864",1994,"Australia",6,6,NA,22,39,42,25,27,18,NA,0,2,3,1,"David Paget","Mike Evans","Australia"
"2865",1994,"Republic of Korea",6,6,NA,24,35,42,33,36,0,NA,0,2,4,0,"","","South Korea"
"2866",1994,"Poland",6,6,NA,27,30,37,23,32,21,NA,2,0,3,1,"Andrzej Mąkowski","Maciej Bryński","Poland"
"2867",1994,"Taiwan",6,NA,1,15,42,40,21,23,29,NA,0,4,1,1,"","","Taiwan"
"2868",1994,"India",6,6,NA,15,42,36,38,20,17,NA,0,3,3,0,"","","India"
"2869",1994,"Ukraine",6,6,NA,25,34,40,30,13,21,NA,1,1,2,2,"","","Ukraine"
"2870",1994,"Hong Kong",6,6,NA,36,33,34,24,20,15,NA,0,2,4,0,"Thomas Kwok-Leung Au","Tsz Mei Ko","Hong Kong"
"2871",1994,"France",6,6,NA,24,35,31,20,26,25,NA,1,1,3,0,"","","France"
"2872",1994,"Argentina",6,5,1,16,27,33,29,33,21,NA,0,3,1,0,"","","Argentina"
"2873",1994,"Czech Republic",6,6,NA,7,42,39,32,19,15,NA,0,2,2,2,"Karel Horák","Jaromír Šimša","Czech Republic"
"2874",1994,"Slovakia",6,6,NA,25,40,19,25,33,8,NA,1,1,2,1,"Tomáš Hecht","Richard Kollár","Slovakia"
"2875",1994,"Belarus",6,NA,NA,11,36,23,27,41,6,NA,0,1,4,1,"","","Belarus"
"2876",1994,"Canada",6,5,1,28,38,29,15,24,9,NA,1,0,3,1,"Richard Nowakowski","Ravi Vakil","Canada"
"2877",1994,"Israel",6,6,NA,21,31,29,20,15,27,NA,0,1,4,1,"Shay Gueron","Shoni Dar","Israel"
"2878",1994,"Colombia",6,5,1,18,42,21,15,24,16,NA,0,2,2,2,"","","Colombia"
"2879",1994,"South Africa",6,6,NA,19,34,28,20,11,8,NA,0,0,3,1,"John Webb","Graeme West","South Africa"
"2880",1994,"Türkiye",6,6,NA,13,42,24,20,14,5,NA,0,0,4,2,"Semih Koray","Ali Doğanaksoy","Turkey"
"2881",1994,"New Zealand",6,6,NA,17,23,35,17,14,10,NA,0,0,4,1,"","","New Zealand"
"2882",1994,"Singapore",6,5,1,10,31,24,27,15,9,NA,0,2,0,3,"Yan Loi Wong","Bee Suan Ong","Singapore"
"2883",1994,"Austria",6,5,1,11,33,22,23,17,8,NA,1,0,0,2,"","","Austria"
"2884",1994,"Armenia",5,NA,NA,17,33,6,22,32,0,NA,0,0,4,1,"","","Armenia"
"2885",1994,"Thailand",6,NA,NA,9,32,23,16,20,6,NA,0,0,3,1,"Vichian Laohakosol","Patanee Udomkavanich","Thailand"
"2886",1994,"Belgium",6,NA,NA,4,42,12,21,21,5,NA,0,0,2,4,"","","Belgium"
"2887",1994,"Morocco",6,NA,NA,3,42,0,27,33,0,NA,0,0,2,4,"","","Morocco"
"2888",1994,"Italy",6,6,NA,5,28,26,19,16,8,NA,0,0,2,3,"","","Italy"
"2889",1994,"Netherlands",6,6,NA,16,34,15,8,14,12,NA,0,0,2,3,"Thijs Notenboom","Jan Donkers","Netherlands"
"2890",1994,"Latvia",6,5,1,21,20,17,12,14,14,NA,0,0,3,1,"","","Latvia"
"2891",1994,"Brazil",5,5,NA,13,35,16,10,14,7,NA,0,2,0,3,"","","Brazil"
"2892",1994,"Georgia",6,6,NA,15,28,12,17,15,8,NA,0,0,2,3,"","","Georgia"
"2893",1994,"Sweden",6,6,NA,13,13,24,8,16,18,NA,0,0,1,3,"Göran Wanby","Andreas Strömbergsson","Sweden"
"2894",1994,"Greece",6,NA,NA,7,42,9,8,24,1,NA,0,0,1,5,"Theodoros Bolis","Dimitrios Kontogiannis","Greece"
"2895",1994,"Croatia",6,4,2,3,28,22,15,11,11,NA,0,0,2,2,"Željko Hanjš","Ilko Brnetić","Croatia"
"2896",1994,"Estonia",5,4,1,6,24,22,5,11,14,NA,0,0,1,3,"","","Estonia"
"2897",1994,"Norway",6,6,NA,12,8,21,13,13,13,NA,0,1,1,0,"","","Norway"
"2898",1994,"Macau",6,NA,NA,7,30,20,9,7,2,NA,0,1,0,3,"","","Macau"
"2899",1994,"Lithuania",6,6,NA,14,4,23,14,11,7,NA,0,0,1,1,"","","Lithuania"
"2900",1994,"Finland",6,6,NA,10,9,28,11,12,0,NA,0,0,0,4,"Kerkko Luosto","Anna-Liisa Toivari","Finland"
"2901",1994,"Ireland",6,5,1,1,30,18,5,8,6,NA,0,0,0,3,"Fergus Gaines","Donal Hurley","Ireland"
"2902",1994,"North Macedonia",4,4,NA,5,22,14,9,8,9,NA,0,0,1,2,"","","North Macedonia"
"2903",1994,"Mongolia",6,NA,1,9,33,6,10,0,7,NA,0,1,0,3,"","","Mongolia"
"2904",1994,"Trinidad and Tobago",6,NA,NA,2,24,13,12,9,3,NA,0,0,0,1,"","","Trinidad and Tobago"
"2905",1994,"Philippines",6,6,NA,7,19,10,10,6,1,NA,0,0,0,1,"","","Philippines"
"2906",1994,"Chile",2,2,NA,9,14,10,10,2,7,NA,0,1,0,1,"","","Chile"
"2907",1994,"Republic of Moldova",6,4,2,5,16,8,11,12,0,NA,0,0,1,1,"Valeriu Guţu","Ion Goian","Moldova"
"2908",1994,"Portugal",6,6,NA,6,4,14,13,11,4,NA,0,0,0,0,"Paulo Eduardo Oliveira","Joana Nunes da Costa","Portugal"
"2909",1994,"Denmark",4,4,NA,11,9,8,3,13,7,NA,0,0,2,0,"Peter Trosborg","Kai Neergård","Denmark"
"2910",1994,"Cyprus",6,6,NA,2,21,8,7,7,3,NA,0,0,0,1,"","","Cyprus"
"2911",1994,"Slovenia",5,4,1,9,10,2,16,10,0,NA,0,0,0,3,"Darjo Felda","Matjaž Željko","Slovenia"
"2912",1994,"Indonesia",6,NA,NA,3,28,2,9,3,1,NA,0,0,0,3,"","","Indonesia"
"2913",1994,"Bosnia and Herzegovina",5,4,1,2,11,12,9,10,0,NA,0,0,1,1,"Muharem Avdispahić","Esina Alić","Bosnia and Herzegovina"
"2914",1994,"Spain",6,6,NA,5,7,6,9,0,14,NA,0,0,0,2,"Francisco Bellot Rosado","Juan Manuel Conde Calero","Spain"
"2915",1994,"Switzerland",3,3,NA,5,10,5,3,4,8,NA,0,0,1,0,"","","Switzerland"
"2916",1994,"Luxembourg",1,1,NA,0,7,7,6,5,7,NA,0,1,0,0,"Charles Leytem","","Luxembourg"
"2917",1994,"Iceland",4,3,1,0,10,7,3,2,7,NA,0,0,0,1,"","","Iceland"
"2918",1994,"Mexico",6,6,NA,0,17,3,9,0,0,NA,0,0,0,1,"","","Mexico"
"2919",1994,"Kyrgyzstan",6,4,2,0,10,1,7,4,2,NA,0,0,0,1,"","","Kyrgyzstan"
"2920",1994,"Cuba",1,NA,NA,0,7,0,4,1,0,NA,0,0,0,1,"","","Cuba"
"2921",1994,"Kuwait",5,NA,NA,2,5,1,1,2,1,NA,0,0,0,0,"","","Kuwait"
"2922",1993,"People's Republic of China",6,6,NA,35,42,34,39,39,26,NA,6,0,0,0,"","","China"
"2923",1993,"Germany",6,6,NA,29,13,24,41,40,42,NA,4,2,0,0,"","","Germany"
"2924",1993,"Bulgaria",6,6,NA,24,29,23,32,42,28,NA,2,4,0,0,"","","Bulgaria"
"2925",1993,"Russian Federation",6,5,1,28,23,25,30,38,33,NA,4,1,1,0,"","","Russia"
"2926",1993,"Taiwan",6,NA,NA,42,23,17,22,33,25,NA,1,4,1,0,"","","Taiwan"
"2927",1993,"Islamic Republic of Iran",6,6,NA,35,23,5,24,42,24,NA,2,3,1,0,"Asadollah Razavi","Omid Ali Shahni Karamzadeh","Iran"
"2928",1993,"United States of America",6,6,NA,28,21,20,15,39,28,NA,2,2,2,0,"","","United States of America"
"2929",1993,"Hungary",6,5,1,29,24,16,23,37,14,NA,3,1,2,0,"József Pelikán","János Pataki","Hungary"
"2930",1993,"Vietnam",6,NA,NA,34,42,4,29,21,8,NA,1,4,1,0,"","","Vietnam"
"2931",1993,"Czech Republic",6,4,2,25,13,16,30,27,21,NA,1,2,3,0,"Karel Horák","Leo Boček","Czech Republic"
"2932",1993,"Romania",6,6,NA,29,27,6,28,25,13,NA,1,2,3,0,"Ioan Tomescu","Mircea Becheanu","Romania"
"2933",1993,"Slovakia",6,6,NA,21,15,20,9,33,28,NA,1,3,1,0,"Tomáš Hecht","Vladimír Karásek","Slovakia"
"2934",1993,"Australia",6,6,NA,35,22,7,19,33,9,NA,1,2,3,0,"David Paget","John Graham","Australia"
"2935",1993,"United Kingdom",6,5,1,24,5,26,15,35,13,NA,0,3,3,0,"Adam Clark McBride","Christopher John Bradley","United Kingdom"
"2936",1993,"India",6,6,NA,22,22,0,22,30,20,NA,0,4,1,0,"","","India"
"2937",1993,"Republic of Korea",6,5,1,24,31,6,8,30,17,NA,0,3,3,0,"","","South Korea"
"2938",1993,"France",6,6,NA,23,17,8,20,28,19,NA,2,1,1,0,"","","France"
"2939",1993,"Canada",6,6,NA,19,30,1,16,29,18,NA,1,1,3,0,"Georg Gunther","Ravi Vakil","Canada"
"2940",1993,"Israel",6,6,NA,15,15,15,19,27,22,NA,1,2,2,0,"Joe Gillis","Shoni Dar","Israel"
"2941",1993,"Japan",6,6,NA,15,4,14,18,27,20,NA,0,2,3,0,"","","Japan"
"2942",1993,"Ukraine",6,6,NA,5,16,14,16,27,18,NA,0,2,3,0,"","","Ukraine"
"2943",1993,"Austria",6,5,1,15,13,0,23,28,8,NA,0,1,4,0,"","","Austria"
"2944",1993,"Italy",6,4,2,17,7,10,12,31,9,NA,1,0,2,0,"","","Italy"
"2945",1993,"Türkiye",6,5,1,9,23,2,18,18,11,NA,0,1,2,0,"Mefharet Kocatepe","İsmail Güloğlu","Turkey"
"2946",1993,"Kazakhstan",6,6,NA,15,6,10,16,24,9,NA,0,1,3,0,"","","Kazakhstan"
"2947",1993,"Colombia",6,6,NA,10,12,2,16,21,18,NA,0,0,4,0,"","","Colombia"
"2948",1993,"Georgia",6,6,NA,21,15,5,13,20,5,NA,0,1,3,1,"","","Georgia"
"2949",1993,"Armenia",6,NA,NA,9,9,14,22,19,5,NA,1,1,0,0,"","","Armenia"
"2950",1993,"Poland",6,6,NA,14,6,17,13,18,10,NA,0,2,1,1,"Maciej Bryński","Andrzej Mąkowski","Poland"
"2951",1993,"Singapore",6,6,NA,8,5,5,16,25,16,NA,0,1,3,0,"Tara R Nanda","See Bon Foo","Singapore"
"2952",1993,"Latvia",6,6,NA,14,9,4,6,22,18,NA,0,2,1,1,"","","Latvia"
"2953",1993,"Denmark",6,4,2,14,3,17,5,22,11,NA,0,1,3,0,"Erling Fredvig","Peter Trosborg","Denmark"
"2954",1993,"Hong Kong",6,6,NA,4,23,0,14,20,9,NA,0,0,4,1,"Kam Moon Liu","Mee Lin Luk","Hong Kong"
"2955",1993,"Brazil",6,6,NA,4,9,7,11,24,5,NA,0,0,1,2,"","","Brazil"
"2956",1993,"Netherlands",6,6,NA,7,1,8,8,26,8,NA,0,0,1,1,"Thijs Notenboom","Jan Donkers","Netherlands"
"2957",1993,"Cuba",6,6,NA,7,22,0,14,9,4,NA,0,1,1,1,"","","Cuba"
"2958",1993,"Belgium",6,NA,1,4,7,0,11,26,7,NA,0,0,1,1,"","","Belgium"
"2959",1993,"Belarus",4,NA,1,10,7,8,10,9,10,NA,0,1,1,0,"","","Belarus"
"2960",1993,"Sweden",6,6,NA,2,12,4,6,22,5,NA,0,1,1,0,"Per-Anders Ivert","Andreas Strömbergsson","Sweden"
"2961",1993,"Morocco",6,NA,NA,15,4,0,19,11,0,NA,0,0,1,2,"","","Morocco"
"2962",1993,"Thailand",6,NA,NA,1,12,4,16,10,4,NA,0,0,2,0,"Vichian Laohakosol","Patanee Udomkavanich","Thailand"
"2963",1993,"Argentina",6,5,1,9,8,0,11,14,4,NA,0,1,1,0,"","","Argentina"
"2964",1993,"Switzerland",4,4,NA,11,2,4,10,11,8,NA,0,1,1,0,"","","Switzerland"
"2965",1993,"Norway",5,4,1,2,4,12,5,15,6,NA,0,0,2,0,"","","Norway"
"2966",1993,"New Zealand",6,5,1,1,10,1,7,16,8,NA,0,0,2,0,"","","New Zealand"
"2967",1993,"Slovenia",5,4,1,2,1,0,10,19,11,NA,0,0,2,1,"Darjo Felda","Matjaž Željko","Slovenia"
"2968",1993,"Spain",6,6,NA,9,4,0,10,16,4,NA,0,1,1,0,"Francisco Bellot Rosado","Juan Manuel Conde Calero","Spain"
"2969",1993,"North Macedonia",4,4,NA,1,11,2,9,8,11,NA,0,0,3,0,"","","North Macedonia"
"2970",1993,"Lithuania",6,4,2,3,6,5,8,13,6,NA,0,0,0,0,"","","Lithuania"
"2971",1993,"Ireland",6,6,NA,2,1,2,3,16,15,NA,0,0,1,0,"Thomas Laffey","Finbarr Holland","Ireland"
"2972",1993,"Portugal",6,6,NA,8,2,4,4,11,6,NA,0,0,1,0,"Paulo Eduardo Oliveira","António Caetano","Portugal"
"2973",1993,"Azerbaijan",5,5,NA,7,4,2,13,5,2,NA,0,0,1,0,"","","Azerbaijan"
"2974",1993,"Finland",6,5,1,2,7,1,4,14,5,NA,0,0,0,0,"Matti Lehtinen","Kerkko Luosto","Finland"
"2975",1993,"Philippines",6,6,NA,0,10,1,9,9,4,NA,0,0,1,0,"","","Philippines"
"2976",1993,"Croatia",6,5,1,1,8,1,14,8,0,NA,0,0,1,0,"Željko Hanjš","Ilko Brnetić","Croatia"
"2977",1993,"Estonia",6,4,2,0,4,3,7,13,4,NA,0,0,1,0,"","","Estonia"
"2978",1993,"South Africa",6,6,NA,2,3,1,9,8,7,NA,0,0,0,0,"John Webb","Graeme West","South Africa"
"2979",1993,"Trinidad and Tobago",6,NA,NA,8,4,0,2,14,2,NA,0,0,0,0,"","","Trinidad and Tobago"
"2980",1993,"Republic of Moldova",6,4,2,0,9,1,5,10,4,NA,0,0,0,0,"Mihai Izman","Valeriu Baltag","Moldova"
"2981",1993,"Kyrgyzstan",5,4,1,4,4,0,7,8,5,NA,0,0,0,0,"","","Kyrgyzstan"
"2982",1993,"Macau",6,NA,NA,3,2,0,13,1,5,NA,0,0,0,0,"","","Macau"
"2983",1993,"Mexico",6,5,1,2,2,4,8,8,0,NA,0,0,1,0,"","","Mexico"
"2984",1993,"Mongolia",6,NA,NA,5,7,1,4,7,0,NA,0,0,1,0,"","","Mongolia"
"2985",1993,"Iceland",4,4,NA,2,1,0,0,14,6,NA,0,0,0,0,"","","Iceland"
"2986",1993,"Luxembourg",1,1,NA,7,3,0,7,3,0,NA,0,1,0,0,"Charles Leytem","","Luxembourg"
"2987",1993,"Albania",6,4,2,0,1,0,8,6,3,NA,0,0,0,0,"","","Albania"
"2988",1993,"Turkish Republic of Northern Cyprus",6,3,3,0,1,4,1,10,1,NA,0,0,0,0,"","","Turkey"
"2989",1993,"Bahrain",6,NA,NA,0,3,0,0,10,3,NA,0,0,0,0,"","","Bahrain"
"2990",1993,"Kuwait",6,NA,NA,1,2,0,8,5,0,NA,0,0,0,0,"","","Kuwait"
"2991",1993,"Indonesia",6,NA,NA,1,4,0,2,6,2,NA,0,0,0,0,"","","Indonesia"
"2992",1993,"Bosnia and Herzegovina",2,1,1,1,7,0,1,5,0,NA,0,0,1,0,"","","Bosnia and Herzegovina"
"2993",1993,"Algeria",5,NA,NA,1,1,0,3,4,0,NA,0,0,0,0,"","","Algeria"
"2994",1993,"Turkmenistan",3,NA,NA,1,0,0,5,3,0,NA,0,0,0,0,"","","Turkmenistan"
"2995",1992,"People's Republic of China",6,6,NA,41,42,42,38,35,42,NA,6,0,0,0,"","","China"
"2996",1992,"United States of America",6,6,NA,37,32,32,36,11,33,NA,3,3,0,0,"","","United States of America"
"2997",1992,"Romania",6,6,NA,38,42,29,38,9,21,NA,2,2,2,0,"Ioan Tomescu","Mircea Becheanu","Romania"
"2998",1992,"Commonwealth of Independent States",6,6,NA,41,30,35,26,15,29,NA,2,3,0,1,"","","Russia"
"2999",1992,"United Kingdom",6,4,2,42,24,23,26,21,32,NA,2,2,2,0,"Tony Gardiner","Christopher John Bradley","United Kingdom"
"3000",1992,"Russian Federation",6,5,1,35,34,35,22,8,24,NA,2,2,2,0,"","","Russia"
"3001",1992,"Germany",6,6,NA,38,27,32,18,10,24,NA,0,4,2,0,"","","Germany"
"3002",1992,"Hungary",6,6,NA,33,29,29,28,3,20,NA,1,3,1,0,"József Pelikán","István Reiman","Hungary"
"3003",1992,"Japan",6,6,NA,27,28,24,33,4,26,NA,1,3,1,1,"","","Japan"
"3004",1992,"France",6,6,NA,33,27,16,37,8,18,NA,1,3,1,0,"","","France"
"3005",1992,"Vietnam",6,NA,1,38,34,6,35,9,17,NA,1,2,3,0,"","","Vietnam"
"3006",1992,"Yugoslavia",6,6,NA,42,20,27,33,2,12,NA,0,2,4,0,"","","Serbia"
"3007",1992,"Czechoslovakia",6,6,NA,36,19,17,17,14,31,NA,0,2,3,0,"Leo Boček","Jozef Moravčík","Czech Republic"
"3008",1992,"Islamic Republic of Iran",6,6,NA,30,29,18,41,2,13,NA,0,3,2,1,"Asadollah Razavi","Omid Ali Shahni Karamzadeh","Iran"
"3009",1992,"Bulgaria",6,6,NA,35,14,14,35,9,20,NA,1,1,3,0,"","","Bulgaria"
"3010",1992,"Democratic People's Republic of Korea",6,NA,NA,34,27,15,32,0,18,NA,0,3,2,0,"","","North Korea"
"3011",1992,"Taiwan",6,NA,NA,31,16,6,37,7,27,NA,0,3,2,0,"","","Taiwan"
"3012",1992,"Ukraine",6,6,NA,27,14,19,22,7,4,NA,0,1,5,0,"","","Ukraine"
"3013",1992,"Republic of Korea",6,5,1,38,22,11,37,8,6,NA,1,0,4,0,"","","South Korea"
"3014",1992,"Australia",6,6,NA,26,32,12,23,8,17,NA,1,1,2,1,"David Paget","John Graham","Australia"
"3015",1992,"Israel",6,6,NA,20,26,17,18,7,20,NA,0,2,2,1,"","","Israel"
"3016",1992,"India",6,6,NA,26,22,6,31,0,22,NA,0,1,4,1,"","","India"
"3017",1992,"Canada",6,6,NA,27,21,10,28,3,16,NA,1,0,3,1,"Georg Gunther","Ravi Vakil","Canada"
"3018",1992,"Belgium",6,NA,NA,26,25,4,30,3,12,NA,0,1,2,1,"","","Belgium"
"3019",1992,"Poland",6,6,NA,28,26,9,11,2,14,NA,0,1,3,1,"Marcin E. Kuczma","Andrzej Mąkowski","Poland"
"3020",1992,"Sweden",6,6,NA,15,12,12,28,7,16,NA,0,2,0,0,"Åke Samuelsson","Gunnar Fogelberg","Sweden"
"3021",1992,"Hong Kong",6,6,NA,20,17,4,37,3,8,NA,0,1,2,2,"Chung Chun Yang","Chun May Hung","Hong Kong"
"3022",1992,"Singapore",6,6,NA,14,27,8,27,1,12,NA,0,1,3,0,"Tiong Seng Tay","Bee Huay Ng","Singapore"
"3023",1992,"Italy",6,6,NA,11,25,16,13,2,16,NA,0,0,3,1,"","","Italy"
"3024",1992,"Kazakhstan",6,6,NA,22,7,0,17,6,28,NA,0,0,4,1,"","","Kazakhstan"
"3025",1992,"Norway",6,5,1,26,9,5,22,2,13,NA,0,1,2,1,"","","Norway"
"3026",1992,"Netherlands",6,6,NA,14,15,15,9,0,18,NA,0,1,0,2,"Thijs Notenboom","Jan Donkers","Netherlands"
"3027",1992,"Austria",6,5,1,7,12,18,18,4,11,NA,0,0,3,0,"","","Austria"
"3028",1992,"Argentina",6,6,NA,17,18,4,22,4,2,NA,0,1,1,1,"","","Argentina"
"3029",1992,"Tunisia",4,NA,NA,14,13,7,17,1,12,NA,1,0,1,0,"","","Tunisia"
"3030",1992,"Türkiye",6,6,NA,21,9,8,17,2,6,NA,0,0,2,0,"Semih Koray","Fikri Gökdal","Turkey"
"3031",1992,"Colombia",6,6,NA,13,11,8,17,1,5,NA,0,0,1,0,"","","Colombia"
"3032",1992,"Armenia",4,NA,NA,27,2,0,17,1,6,NA,0,0,2,1,"","","Armenia"
"3033",1992,"Mongolia",6,NA,NA,21,12,1,15,1,1,NA,0,0,0,2,"","","Mongolia"
"3034",1992,"Spain",6,5,1,20,11,1,13,1,4,NA,0,0,1,1,"Francisco Bellot Rosado","Juan Manuel Conde Calero","Spain"
"3035",1992,"Thailand",6,6,NA,10,9,8,10,7,6,NA,0,1,0,0,"Vichian Laohakosol","Patanee Udomkavanich","Thailand"
"3036",1992,"Brazil",6,2,1,8,18,5,12,4,1,NA,0,0,1,1,"","","Brazil"
"3037",1992,"Morocco",6,NA,NA,24,11,0,5,1,4,NA,0,0,0,2,"","","Morocco"
"3038",1992,"Denmark",5,4,1,11,6,10,8,1,6,NA,0,0,0,0,"Sven Toft Jensen","Erling Fredvig","Denmark"
"3039",1992,"Ireland",6,6,NA,18,9,2,5,0,8,NA,0,0,0,1,"Fergus Gaines","Kevin Hutchinson","Ireland"
"3040",1992,"New Zealand",6,5,1,6,7,8,8,3,9,NA,0,0,1,0,"","","New Zealand"
"3041",1992,"Philippines",4,4,NA,14,7,2,12,0,5,NA,0,0,1,1,"","","Philippines"
"3042",1992,"Belarus",3,NA,NA,12,10,3,4,0,8,NA,0,0,2,0,"","","Belarus"
"3043",1992,"Greece",6,5,1,3,8,2,20,0,4,NA,0,0,0,2,"Theodoros Bolis","Dimitrios Kontogiannis","Greece"
"3044",1992,"Latvia",2,2,NA,7,10,3,4,0,12,NA,0,1,0,0,"","","Latvia"
"3045",1992,"Macau",6,NA,NA,5,8,4,15,1,2,NA,0,0,0,0,"","","Macau"
"3046",1992,"Portugal",6,6,NA,10,5,2,10,1,7,NA,0,0,1,0,"Paulo Eduardo Oliveira","Carlos Fonseca","Portugal"
"3047",1992,"Cyprus",6,6,NA,4,9,0,12,1,8,NA,0,0,1,0,"","","Cyprus"
"3048",1992,"Finland",6,5,1,11,11,0,7,0,4,NA,0,0,0,0,"Matti Lehtinen","Eero Saksman","Finland"
"3049",1992,"Mexico",6,6,NA,3,8,4,10,0,7,NA,0,0,0,2,"","","Mexico"
"3050",1992,"Switzerland",3,3,NA,0,11,2,17,0,0,NA,0,0,0,1,"","","Switzerland"
"3051",1992,"Lithuania",3,3,NA,8,3,4,5,1,5,NA,0,0,0,0,"","","Lithuania"
"3052",1992,"Trinidad and Tobago",6,1,NA,5,8,2,5,2,4,NA,0,0,0,0,"","","Trinidad and Tobago"
"3053",1992,"Indonesia",6,NA,NA,3,3,4,11,1,0,NA,0,0,0,0,"","","Indonesia"
"3054",1992,"South Africa",6,6,NA,3,7,0,5,1,5,NA,0,0,0,0,"John Webb","Graeme West","South Africa"
"3055",1992,"Estonia",4,3,1,7,2,3,1,0,5,NA,0,0,0,0,"","","Estonia"
"3056",1992,"Cuba",3,3,NA,0,3,1,13,0,0,NA,0,0,0,1,"","","Cuba"
"3057",1992,"Iceland",3,3,NA,7,1,2,4,0,2,NA,0,0,0,1,"","","Iceland"
"3058",1992,"Azerbaijan",1,1,NA,7,1,0,1,0,1,NA,0,0,0,1,"","","Azerbaijan"
"3059",1991,"Union of Soviet Socialist Republics",6,5,1,40,42,34,42,41,42,NA,4,2,0,0,"Valeri V. Vavilov","Alexander A. Fomin","Russia"
"3060",1991,"People's Republic of China",6,6,NA,42,42,31,42,42,32,NA,4,2,0,0,"Huang Yumin","Liu Hongkun","China"
"3061",1991,"Romania",6,6,NA,42,42,27,40,42,32,NA,3,2,1,0,"Ioan Tomescu","Mircea Becheanu","Romania"
"3062",1991,"Germany",6,6,NA,28,41,33,42,42,36,NA,1,5,0,0,"Horst Sewerin","Hans-Dietrich Gronau","Germany"
"3063",1991,"United States of America",6,6,NA,42,42,20,38,39,31,NA,1,4,1,0,"Cecil Rousseau","Daniel Ullman","United States of America"
"3064",1991,"Hungary",6,6,NA,42,36,30,35,42,24,NA,2,3,1,0,"József Pelikán","István Reiman","Hungary"
"3065",1991,"Bulgaria",6,6,NA,42,42,22,30,41,15,NA,0,3,3,0,"Ljubomir Davidov","Nikolai Raikov","Bulgaria"
"3066",1991,"Islamic Republic of Iran",6,6,NA,36,39,21,32,39,24,NA,2,1,2,0,"Asadollah Razavi","Omid Ali Shahni Karamzadeh","Iran"
"3067",1991,"Vietnam",6,6,NA,42,42,15,31,42,19,NA,0,4,2,0,"Nguyen Van Mau","Nguyen Viet Hai","Vietnam"
"3068",1991,"India",6,6,NA,41,36,22,31,42,15,NA,0,3,3,0,"Phoolan Prasad","C.R. Parnesachar","India"
"3069",1991,"Czechoslovakia",6,6,NA,28,30,21,35,39,33,NA,0,4,1,1,"Leo Boček","Toméš Hecht","Czech Republic"
"3070",1991,"Japan",6,6,NA,40,35,28,24,33,20,NA,0,3,3,0,"Hitoshi Akiyoama","Hiroshi Noguchi","Japan"
"3071",1991,"France",6,6,NA,39,42,23,26,32,13,NA,1,1,4,0,"Claude Deschamps","Johan Yebbou","France"
"3072",1991,"Canada",6,6,NA,38,27,23,40,25,11,NA,1,2,2,1,"Georg Gunther","Ravi Vakil","Canada"
"3073",1991,"Poland",6,6,NA,27,33,18,27,36,20,NA,0,2,4,0,"Andrzej Mąkowski","Maciej Bryński","Poland"
"3074",1991,"Yugoslavia",6,5,1,28,32,20,25,36,19,NA,0,2,3,1,"Govedarica Vidan","Zejnulahi Faruk","Serbia"
"3075",1991,"Republic of Korea",6,6,NA,39,34,12,28,24,14,NA,0,1,4,1,"Sung Ki Kim","Seung Je Cho","South Korea"
"3076",1991,"Austria",6,6,NA,29,34,14,26,37,2,NA,0,2,3,0,"Thomas Mühlgassner","Gerhard Windischbacher","Austria"
"3077",1991,"United Kingdom",6,6,NA,27,35,26,23,15,16,NA,1,0,2,3,"Tony Gardiner","Paul Woodruff","United Kingdom"
"3078",1991,"Australia",6,5,1,23,30,19,21,24,12,NA,0,0,3,2,"David Paget","John Graham","Australia"
"3079",1991,"Sweden",6,6,NA,18,23,17,25,25,17,NA,0,2,1,0,"Per-Anders Ivert","Gunnar Fogelberg","Sweden"
"3080",1991,"Belgium",6,NA,NA,19,31,20,27,14,10,NA,0,0,3,3,"Willy Dewilde","Gérald Troessaert","Belgium"
"3081",1991,"Israel",6,6,NA,22,29,21,10,22,11,NA,0,1,2,1,"Joe Gillis","Shay Gueron","Israel"
